,image_filename,line_text,type
20,hand_207_line_4.png,ላይ በመገኘት  ካደረጉት  ንግግር  ደግሞ  ወደኢትዮጵያ  በነዶክተር  ሽፈራው ተክለማርያም  ተጋብዤ,handwritten
21,hand_207_line_5.png,ስመጣ  ነገሩን  ለትንሽ  ግዜ ለማሰብ  ሞክሬ  ነበር።  ዘኁል 25 : 1 -11። ሙስሊሞች  የዒድ  በዓ,handwritten
22,hand_207_line_6.png,ላችንን  በደስታ  ከማሳለፍ  ይልቅ  በሕጻናትና  በእናቶች  ዋይታ  ዒዳችን እንዲያልፍ  ፣ ሙስሊሞች,handwritten
23,hand_207_line_7.png,ለአሰቃቂ  ጥቃት ሰላባ  እንዲሆኑ  ፣ አባወራዎች  ዒድን  በእስር  እንዲያሳልፉ ምክንያት  እና ሰበቡ,handwritten
24,hand_207_line_8.png,መንግስት  ነው።  በባለሽበት  ስቴት  ፣ በቅርብሽ  ጋዜጠኛ  ሲሳይ  አጌና  ፣ ወ/ ት ብርቱካን  ሚደቅሳ,handwritten
25,hand_207_line_9.png,ከልጇ  ሃሌይ  ጋር አሉ።  በኢትዮጵያ  የስኳር  ኢንዱስትሪ  ታሪክ  ውስጥ የመጀመሪያ  የሆነውና  በሆላ,handwritten
26,hand_207_line_10.png,ንዱ  ኤች . ቪ . ኤ ኩባንያ የተገነባው  የወንጂ  ስኳር  ፋብሪካ  መጋቢት  11 ቀን 1946 ዓ . ም በአጼ,handwritten
27,hand_207_line_11.png,ኃይለ  ሥላሴ  ተመርቆ  ተከፈተ።,handwritten
28,hand_3764_line_2.png,ለሱ  ቀደም  ብዬ በስፍራው  ተገኝቼ  እዛ ለተቋቋሙት ቤተ ክርስቲያናት  በቂ በጀት  እንዲሰጥ  ያዘጋጀሁትን  ቃለ ጉባኤ,handwritten
29,hand_3764_line_3.png,እንዲሁም  ካይሮ  ላይ በተደረገው  የመጀመሪያው  የአፍሪካና  የእስያ  ህዝቦች  አንድነት ስብሰባ  ላይ ከኢትዮጵያ,handwritten
30,hand_3764_line_4.png,መልክተኞች  መካከል  አንዱ  ሆኜ ስመለስ  ያቀረብኩት  ሪፖርት  በመመከታቸው  ይሆናል  የሚል,handwritten
31,hand_3764_line_5.png,ግምት  ወስጃለሁ።  በ 1988 የጋናን  ቅርንጫፍ  ቢሮ ለማስፋፋት  የተገነቡት  ተጨማሪ  ሕንፃዎች  ለአምላክ,handwritten
32,hand_3764_line_6.png,አገልግሎት  ሲወሰኑ  በዚያ  እንድገኝ  ተጋብዤ  ነበር።  ባለፈው  ጊዜ ስለምን  እንደተማማርን  ታስታውሳ,handwritten
33,hand_3764_line_7.png,ላችኁ  ?። ሣራ በ 127 ዓመቷ  ስትሞት  ልጇ ይስሐቅ  ትልቅ  ሰው  የነበረ  ሲሆን  እናቱን  በሞት  በማጣቱ በጣም  አዝኖ  ነ,handwritten
34,hand_3764_line_8.png,። በፓኪስታን  ዋናውን  ዳኛ የቀድሞው  መንግሥት  ከሥልጣን  ያባረረው  በፓለቲካ  ምክንያት  ነው እያለ,handwritten
35,hand_3764_line_9.png,ሢያውጅ  እና ሢቀሠቅሥ  የነበረው  የተቃዋሚ ጎራ ፡ ሥልጣኑን  ከተረከበ  በኋላ  ዳኛውን  ወደ ቀድሞ  ሥራ,handwritten
36,hand_3764_line_10.png,ቸው  ለመመለሥ  ቃል የገባ ቢሆንም  ቃሉን  ለመፈፀም  ግን ዳተኛ  ሆኖ ታይቷል።  ይኼ,handwritten
37,hand_3764_line_11.png,በየቤቱ  ያለ ችግር  ነው።,handwritten
38,hand_2948_line_1.png,የፕሮቴስታንት  ሚሲዮኖች  ወደ ኢትዮጵያ  ገብተው  ማስተማር  እና መስበክ  የጀመሩት  ከአ 13 ኛው  ክፍለ,handwritten
39,hand_2948_line_2.png,ዘመን  ጀምሮ  በተለይም  በነአጼ  ልብነ  ድንግል  እና አጼ ገላውዴዎስ  ዘመን  መሆኑን  ታሪክ  ይነግረናል።  ማርቱኒስ,handwritten
40,hand_2948_line_3.png,ፊርማውን  ካኖረ  በኋላ  በሰጠው  አስተያየት  በሕይወት  ዘመኔ  የምመኘውን  የቀድሞ  የሮናልዶ  ከለብን  መቀላቀሌ,handwritten
41,hand_2948_line_4.png,በጣም  አስደስቶኛል  ፣ በቀጣይም  ፕሮፌሽናል  ተጫዋች  ሆኜ ለፖርቹጋል  ብሔራዊ  ቡድን  እንደምመረጥ  ተስፋ,handwritten
42,hand_2948_line_5.png,አለኝ  በማለት  ዜግነቱን  ቀይሮ  ለፖርቹጋል  ብሔራዊ  ቡድን  ለመጫወት  መወሰኑን  ጠቁሟል።  የልማት,handwritten
43,hand_2948_line_6.png,ተጠቃሚነቱን  ተነፍጎ  ለጥቂቶች  እንዲውልና  ህዝቡም  የበዪ  ተመልካች  ሊያደርገው  ከጫፍ  እየደረሰም,handwritten
44,hand_2948_line_7.png,ይገኛል።  የስንቱ  ወጣት  እናት  ልጇን  አጣች  ?። በዚህ  ጊዜ የአጼ  ልብነ  ድንግል  ን ሰራዊት  መምጣት,handwritten
45,hand_2948_line_8.png,የሰሙት  የግራኝ  ወታደሮች  በፍርሃት  ተውጠው  ለመሸሽ  ሲሞክሩ  ፣ ግራኝ  ግን በጽናትና  ቆራጥነት,handwritten
46,hand_2948_line_9.png,አብዛኞቹ  ባሉበት  እንዲቆሙ  በማድረግ  የልብነ  ድንግልን  ሰራዊት  ከአዲስ  አበባ  80 ኪሎ  ሜትር,handwritten
47,hand_690_line_1.png,ታላቁ  ሊቀ ካህናት  እየሱስ  ክርስቶስ  እንደ  ብሉይ  ኪዳን  መስዋዕት  እንሰሳ ሳሆን  እራሱን,handwritten
48,hand_690_line_3.png,መመሪያ  አለ ፤ ደንብ  አለ ፤ አንድ  የአካዳሚክ  ሠራተኛ  የጡረታ  ዕድሜው ከደረሰና  የሚተካው,handwritten
49,hand_690_line_4.png,ሰው ከሌለና  ከጠፋ  ፣ የጡረታ  ዕድሜው  ሊራዘምለት  ይችላል  ፤ ይኼም  ፕሮሰስ አለው  ፤,handwritten
50,hand_690_line_5.png,ከሦስት  እና ከአራት  ወራት  በፊት  ቀደም  ብሎ  መጀመር  አለበት  ፤ በትምህርት  ክፍሉ,handwritten
51,hand_690_line_6.png,ይታያል  ፤ ማስታወቂያ  ይወጣል  ፤ በዚያ  ሞያ በገበያ  ላይ ሰው  ማግኘት የማይቻል  መኾኑ  ማስታወቂያ,handwritten
52,hand_690_line_7.png,ይወጣና  ትምህርት  ክፍሉ  ካየው  በኋላ  ለኮሌጁ  ይላካል  ፤ ኮሌጁ  ለአካዳሚክ ይልከዋል  ፤,handwritten
53,hand_690_line_10.png,እውነቱን  ለመናገር።  ያለፉት  13 ቀናት  ለአርቲስት ቲዎድሮስ  ካሳሁን  እና ባለቤቱ,handwritten
54,hand_690_line_11.png,አምለሰት  ሙጬ  ጥሩ አልነበሩም።,handwritten
55,hand_3951_line_1.png,የሕግ  ባለሙያና  የኢሰመጉ  ሊቀመንበር  የሆኑት  አቶ አበበ  ወርቄ  በእስር  ላይ ለሚገኙት,handwritten
56,hand_3951_line_3.png,፤ በጥበቃ  ስር ያሉና  በፍርድ  የታሰሩ  ሰዎች  ፤ ከትዳር  ጓደኞቻቸው  ፣ ከሐኪሞቻቸውና  ከሕግ  አማካሪዎቻቸው  ጋር,handwritten
57,hand_3951_line_4.png,ለመገናኘትና  እንዲ  በኟቸው  ዕድል  የማግኘት  መበት  አላቸው  የሚለው  እንደሆነ  ታውቋል።,handwritten
58,hand_3951_line_5.png,ኢትዮጵያ  ያላትን  ውስን  የውጭ  ምንዛሪ  መጠን  ይኼው  ከፍተኛ  የካፒታል  ማዛወር  ወይም  ማሸሽ,handwritten
59,hand_3951_line_6.png,ተግባር  በእጅጉ  እየታየባት  በመምጣቱ  ፣ የመነጋገርያ  አጀንዳ  እንድትሆን  አድርጓታል። ዮፍታሔ,handwritten
60,hand_3951_line_7.png,ንጉሤአጭርየሕይወቱናየጽሑፉታሪክ  ደራሲ  : ( ዮሐንስአድማሱ  )። የቴክኖሎጂ  ግሩፑ,handwritten
61,hand_3951_line_8.png,በአጠቃላይ  ስድስት  ሺ ሠራተኞች  ያሉት  ሲሆን  ፣ ዓመታዊ  የሽያጭ  ገቢው  አምስት  ቢሊዮን  ብር,handwritten
62,hand_3951_line_9.png,ደርሷል።  የፖሊስ  አዛዡ  ነዋሪዎችን  መሬት  የመንግስት  በመሆኑ  በተከለከለ  ቦታ ላይ ከብቶችን,handwritten
63,hand_3951_line_10.png,ማሰማራት  እንደማይችሉ  መናገሩን  ተከትሎ  ነዋሪዎቹ  መሬት  የኛ መሆኑን,handwritten
64,hand_3951_line_11.png,ነው የምናውቀው  ፣ መሬት  የህዝብ  እንጅ  የመንግስት  አለመሆኑን  ነው የምናውቀው  የሚል  መ,handwritten
65,hand_643_line_2.png,ሀገር  ብቻ ሳይሆን  እንደ  ሙሉ  ሰው  መቀጠላችንን  ጥያቄ  ውስጥ  የሚከት ወደ መሆን  መሸጋገሩ,handwritten
66,hand_643_line_3.png,አይቀርም።  ግማሿን  ኪሎ  መሀከለኛ  ቅቤ በ 75 ብር ገዝተው  ይዘዋል።  ይህን ወርቅና  ዕጣን  ፥,handwritten
67,hand_643_line_4.png,ከርቤ  እግዚአብሔር  ለአዳም  የሰጠው  ስለ ሆነ ፤ ከአዳም  ለሴት  ፥ ከሴት  በልጅ ልጅ ተላልፎ  ለኖኅ  ፤,handwritten
68,hand_643_line_5.png,ከኖኅ  ለመልከ  ጼዴቅ  ፥ ከመልከ  ጼዴቅ  ለአብርሃም  ፥ ከአብርሃም  በልጅ  ልጅ ተላልፎ  ለዳዊት  ፥,handwritten
69,hand_643_line_6.png,ከዳዊት  ለሰሎሞን  ፥ ከዚያም  ለቀዳማዊ  ምኒልክ  ተላልፎ  በሳባ  ቤተ መዛግብት ሲኖር  ኮከቡ  በተገለጠ,handwritten
70,hand_643_line_7.png,ጊዜ መልእክተኞቹ  ለክርስቶስ  አቅርበውታል።  ሕዝበ  እስራኤል  ኢያሱን  አንተ ምራን  እኛም  እንመራልኻለን,handwritten
71,hand_643_line_8.png,እንዳሉትና  እንደተመሩለት  እኛም  የእናንተን ቃል ሰምተን  እንድንመራ  የቀደመችውን እምነት  ይዛችሁ  እንደ,handwritten
72,hand_643_line_9.png,ሥርዓታችን  አስተዳድሩን።  ሰዎች  ሁሉ የሚኖሩት  ራሳቸውን  በማታለል  ስለሆነ  አንዳንድ  ጊዜ ይኼ  የማታለል,handwritten
73,hand_643_line_10.png,ስልታቸው  እግዚአብሔርንም  ለማታለል  የሚጠቅማቸው  ይመስላቸዋል።  ለምሳሌ በጉራፈርዳ  ፣,handwritten
74,hand_643_line_11.png,በመዠንገር  ፣ በጋምቤላ  ፣ በሱማሌ  እና በኦሮሚያ  አካባቢዎች  ግጭቶች  ተነስተዋል።,handwritten
75,hand_3940_line_2.png,ቢሉ ኖሮ ታሪካዊ  ስራ ሰሩ ለማለት  እችል  ነበር።  በጣም ከመደሰቴ  የተነሳ  መጽሐፍ  ቅዱስን  እንድታስ,handwritten
76,hand_3940_line_4.png,አመራር  ጋራ በመኾን  ከ 200 ወጣቶች  በላይ  ለሚገኙበት  ታላቅ  አገር ዓቀፍ  የሰንበት  ት / ቤቶች  አንድነት,handwritten
77,hand_3940_line_6.png,ይህ አገር ዓቀፍ  መድረክ  በይፋ  ከሚታወቁት  አጀንዳዎቹ  ውጭ  ለግል  ጥላቻዎች,handwritten
78,hand_3940_line_8.png,ባስፈጸመው  የሽፍትነት  መታዘዝ  ያገኘው  ሥልጣን  ነውና  እንደ ባህሉ  ሹመት  ያዳብር  አንለውም።,handwritten
79,hand_3940_line_9.png,ጊዜያዊ  ጉባኤው  በኤጲስ  ቆጶሳት  ምርጫና  ሹመት  ፣ በአህጉረ  ስብከት  ዝውውር  እንዲሁም  የጠቅላይ,handwritten
80,hand_3940_line_10.png,ቤተ ክህነት ዋና ሥራ  አስኪያጅ  ሹመት  በቀጥታ  ይቆጣጠር  የነበረ  ከመኾኑም  በላይ  ከደርጉ  ጋራ እጅና  ጓንት,handwritten
81,hand_3940_line_11.png,ኾነው  በአባልነት  የሠሩ  አባላቱ  በዋና  ሥራ አስኪያጅነትም  ተቀምጠው  ነበር።,handwritten
82,hand_3781_line_1.png,በልመናና  በብድር  የተገኘውን  ገንዘብ  በውጭ  አገራት  ባንኮች  ደብቆ  አስቀምጦ  አጼ ምንሊክን,handwritten
83,hand_3781_line_2.png,ለመወቀስ  መለስ  የሞራል  ብቃቱ  የለውም።  ተማሪ  እያለሁ  ዪኒቨርሲቲ  ልገባ  ስል ዲቪ ደረሰኝና,handwritten
84,hand_3781_line_3.png,ወደዚህ  አገር መጣሁ።  12 ነገር ግን ስለ እግዚአብሔር  መንግሥትና  ስለ ኢየሱስ  ክርስቶስ,handwritten
85,hand_3781_line_4.png,ስም እየሰበከላቸው  ፊልጶስን  ባመኑት  ጊዜ ፥ ወንዶችም  ሴቶችም  ተጠመቁ።  የአማራውን  ህዝብ,handwritten
86,hand_3781_line_5.png,እልቂት  ለማቆም  ፣ የወንድ  ልጅ እናት  በገመድ  የምትታጠቅበት  ፣ ልጇን  አሞራ  እንጂ  ሰው የማ,handwritten
87,hand_3781_line_6.png,ይቀብርበት  ሌላ ታሪካዊ  ዘመን  መምጣቱን  ሁላችንም  መቀበል  ይኖርብናል።  እንግዲህ  ለዮሴፍ  የተነገረ,handwritten
88,hand_3781_line_7.png,ው  ምሳሌያዊ  ምርቃት  የዮሴፍ  ሰው መሆን  ቀርቶ  ወደዛፍነት  መቀየርን  ለማመልከት  ሳይሆን  በኑሮ,handwritten
89,hand_3781_line_8.png,ዘመኑ  ውስጥ  የሚመጣውን  ማንነት ለማመልከት  እንደሆነ  ሁሉ ጌታ ኢየሱስም  ስለትንሿ,handwritten
90,hand_3781_line_9.png,ሰናፍጭ  መለወጥና  ወዛፍነት  የመቀየር  ጉዳይ  ሳይሆን  የራሱን  ማንነት  ለማመልከት  የተጠቀመት,handwritten
91,hand_3781_line_10.png,ምሳሌ  ነው።  ራስ እገሌ  ከራስ  እገሌ  ጋር ፣ ደጃዝማች  እከሌ  ከደጃዝማች  እከሌ  ጋር ፣ አንድ  ንጉሥ,handwritten
92,hand_3781_line_11.png,ከሌላ  ንጉሥ  ወይም  ከንጉሠ  ነገሥቱ  ጋር ከሚያደርጉት  ውጊያ  ጀምሮ  እስከ  ወያኔ  ትግል,handwritten
93,hand_3781_line_12.png,ድረስ  ያየነው  ይኼንኑ  ነው።,handwritten
94,hand_3936_line_3.png,እርግጠኛ  አይደለሁም።  የሀብት  ማስመዝገቡ  ዋናው  ዓላማ  የተመዘገበውን  ሀብት,handwritten
95,hand_3936_line_4.png,ይፋ በማድረግ  ህብረተሰቡ  ሙስና  የሚሰራ  ተሿሚ ፣ ተመራጭ  ወይም  የመንግሥት  ሰራተኛ,handwritten
96,hand_3936_line_5.png,ሲያጋጥመው  በማጋለጥ  ኪራይ  ሰብሳቢነትን  ለመዋጋት  እንዲያግዘው  ነው።  በ 1947,handwritten
97,hand_3936_line_7.png,ተናጋሪ  በሆነ  ክልል  እንድሠራ  ተመደብኩ።  በብሄርና  በጎጥ  የተደራጁ  ወንበዴ,handwritten
98,hand_3936_line_8.png,ዘራፊ ድርጅት  ማቋቋምና  ህዝቡንና  ሀገሪቱን  ዘርፈዋል  : አስርበዋል  : የበዪ  ተመልካች,handwritten
99,hand_3936_line_10.png,ሁመራን  የሚያገናኘውን  ባለ 23 ዐ ኪሎ  ቮልት  መስመር  ተዘርግቶ  የተጠናቀቀ,handwritten
100,hand_3936_line_11.png,ሲሆን  ባለ 132 ኪሎ  ቮልት  የመስመር  ዝርጋታ  ግንባታው  ደግሞ  አላማጣ  -,handwritten
101,hand_3936_line_12.png,ኮምቦልቻ  ኮተቤ  ቃሊቲ  ሃይል  ማስተላለፊያ  ድረስ  በመከናወን  ላይ ይገኛል።,handwritten
102,hand_193_line_1.png,ለውጭ  ሀገር  አብያተ  ክርስቲያናት  ግንኙነት  የማኅበራዊ  ኑሮ አገልግሎት  አንድ ኤጲስ  ቆጶስ  መርጦ,handwritten
103,hand_193_line_2.png,መሾም  አስፈላጊ  በመሆኑ  በግብረ  ገብነታቸውና በትምህርታቸው  ከታወቁት  መነ ሳት መካከል  አባ ገብረ,handwritten
104,hand_193_line_3.png,መድኅን  ገብረ  ዮሐንስ  ለዚሁ  ለታሰበው  የኤጲስ  ቆጶስነት  ሹመት  ብቁ ሆነው በመገኘታቸው  በቅዱስ,handwritten
105,hand_193_line_4.png,ሲኖዶስ  መራጭነት  እንዲሾሙ  ተወስኗል።  በሚሉ  ጥያቄዎች  ዙሪያ  ክፍል አንድን  በማስቀደም,handwritten
106,hand_193_line_8.png,ዎች  በስተቀር  ትግራይ  በረሃ  ውስጥ  ስላለው ሁኔታ  የሚያውቁት  የስሚ  ስሚ ካልሆነ  በስተቀር,handwritten
107,hand_193_line_9.png,አንድም  ነገር የለም።  አቤት  ርኅራኄ  !።,handwritten
108,hand_2579_line_2.png,ስርኣታችሁን  ካላፈረሽኩ  መቅዳችኁንም  ካላረከስኩ  እያለ  በዚህ  ዘመን  እየበጠበጠ  ያለው  እናነት,handwritten
109,hand_2579_line_3.png,አይደላችሁም  እንዴ  ?። ጥናቱ  ከተጀመረባቸው  ቅድሚያ  ያገኙ  ተቋማት  አንዲ  ይኼ  ተቋም  ነው።  በዜናው,handwritten
110,hand_2579_line_4.png,የተሿሚዎቹን  ዝርዝርና  ያላቅማቸው  የተጫነላቸውን  ማዕረግ  ዘርዝሮ  ለህዝብ  አቀረበ።  በእርግጥ,handwritten
111,hand_2579_line_5.png,ይኼ  ቀላልና  ግልፅ  በሆነ  መንገድ  ስንመለከተው  ነው።  ዋናው  ይኼ  ሀገራዊ  ውይይት  አስፈላጊ  ነው,handwritten
112,hand_2579_line_6.png,ብለን  የምናምን  ታጋዮች  ፤ ሃሳባችንን  በድፍረት  ወደፊት  ማቅረብ  ይገባናል።  ይህ ምልከታቸውም,handwritten
113,hand_2579_line_7.png,ምናልባትም  ግለሰቡ  በጽሑፋቸው  መቅድም  ላይ የኢህአዴግ  አባል  ነበርኩ  ( በእርግጠኝነት  መሆናቸው,handwritten
114,hand_2579_line_8.png,ማረጋገጫ  ባይገኝለትም  ) ስላሉ  ወሐቢያን  ኢህአዴግ  ውስጥ  ለማስረፅ  ሲሯሯጡ  እጅ ከፍንጅ,handwritten
115,hand_2579_line_9.png,ተይዘው  በድርጅቱ  መተዳደሪያ  ደንብ  መሰረት  የተባረሩ  መሆናቸውን  እየነገሩን  ላለመሆኑ,handwritten
116,hand_2579_line_10.png,ማንም  እርግጠኻ  ሊሆን  አይችልም።  እኛ ከዚህ  በታች  ፊርማችንን  ያስቀመጥን  የጦር  አዛዦች  ያለ አንዳች,handwritten
117,hand_2579_line_11.png,ቅድመ  ግዴታ  ሃገሪቱ  እጅ መስጠትዋን  እናረጋግጣለን።,handwritten
118,hand_2690_line_1.png,ምንም  እንኳን  የዕለታትና  የዘመናት  ሁሉ ባለቤት  እርሱ  እግዚአብሔር  ቢሆንም  በእኛ,handwritten
119,hand_2690_line_2.png,በክርስቲያኖች  ዘንድ  ነገር ሁሉ በሥርዓት  ይሁን  ብሎ  ሐዋርያው  እንዳስተማረን  በቤተክርስቲያናችን,handwritten
120,hand_2690_line_4.png,በዓለ  ጰንጠቆስጢ  ወይንም  የቤተክርስቲያን  የልደት  ቀን በመባል  ይታወቃል  ወይንም,handwritten
121,hand_2690_line_7.png,ለፕሮፌሰር  መስፍን  ረጅም  እድሜ  እንዲሁም  አሳቸው  በዕድሜያቸው  የሚመኟትን,handwritten
122,hand_2690_line_8.png,ኢትዮጵያ  ፈጣሪ  እንዲያሳያቸው  ምኞቴ  ከፍ ያለ ነው።  ( ዘፍጥረት  3 : 15 ) ከዚህ  በግልጽ,handwritten
123,hand_2690_line_9.png,ማየት  እንደሚቻለው  ሰይጣን  ለወጣቶች  ቅንጣት  ታህል  ርኅራኄ  የለውም።  በአሁኑ,handwritten
124,hand_2690_line_10.png,ወቅት  የኮሪያ  ቤቴል  ቤተሰብ  አባል  ሆኜ አገለግላለሁ።  8 የምኩራብ  አለቃው  ቀርስጶስ  +,handwritten
125,hand_2690_line_11.png,ከቤተሰቡ  ሁሉ ጋር በጌታ  አመነ።,handwritten
126,hand_2719_line_1.png,በተያያዘ  ዜና ወረዳ  4 ለፓርላማ  የሚወዳደረው  ደረጄ  ጣሰው  የተባለው  ግለሰብ  በፌስ  ቡክ ገጹ በማይ,handwritten
127,hand_2719_line_2.png,ታወቁ  ሰዎች  ተወሰደች  በማለት  ምስሏን  ጭምር  በመለጠፍ  የተናገረላት  የካፌ  አስተናጋጇ  ኤዶን  እቤቷ,handwritten
128,hand_2719_line_3.png,መሆኗን  የመረጃው  ምንጭ  በአግራሞት  ተናግሯል።  ጥፋቱን  ፣ ጉድለቱን  በባለጋራነት  በተሰለፈው  ወገን,handwritten
129,hand_2719_line_4.png,ላይ ማላከክ  እንኳ  ቢያቅተው  በያዘው  መገልገያ  ዘዴ ወይም  መጠቀሚያ  ብልኃት  ላይ ያመኻኛል።,handwritten
130,hand_2719_line_5.png,በተመሳሳይ  በዓሉ  በፑንትላንድ  በሚገኘው  የኢትዮጵያ  ቆንስላ  ጄኔራል  ጽህፈት  ቤት ኢትዮጵያዊያን  እና,handwritten
131,hand_2719_line_6.png,ትውልደ  ኢትዮጵያዊያን  በተገኙበት  መከበሩን  የውጭ  ጉዳይ  ሚኒስቴር  ያደረሰን  መረጃ  ያስረዳል።,handwritten
132,hand_2719_line_7.png,እ . አ . አ በ 2013 ሰላም  የቴክኒሽያኖች  ኮሌጅም  በመዲናዪቱ  መቋቋሙን  አስታውሷል።  አገሬ,handwritten
133,hand_2719_line_8.png,እያለሁ  የሞቀ  አልጋ  ውስጥ  ሆኜ የምሰማው  የቅዳሴ  ድምጽ  ዛሬ ያንገበግበኝ  ጀመር።,handwritten
134,hand_3715_line_1.png,ይህንን ሁሉ ከአልን በኋላ የመንግሥትን ስም ማጥፋት ወደሚለው ስንመለስ ከባድ የአስተሳሰብ ችግር,handwritten
135,hand_3715_line_2.png,ይገጥመናል ፤ መንግሥት ከሕዝብ የተለየ ህልውና እንደሌለው አያከራክርም ፤ በአንድ መንግሥት ስር,handwritten
136,hand_3715_line_3.png,የሚተዳደረው እያንዳንዱ ሰው ወደደም አልወደደም ፣ ተቀበለውም አልተቀበለውም በዚያ መንግሥት ስር,handwritten
137,hand_3715_line_4.png,በመሆኑ የመንግሥቱ አካል ነው ፤ ባዕድ አይደለም ፤ ስለዚህም ግለሰቡ በመንግሥት ላይ የሚያቀርበው,handwritten
138,hand_3715_line_5.png,ነቀፌታም ሆነ ሐተታ ጉዳት ያስከትላል የሚባለው ለማን ነው ፤ አገር የሚባለው ውስጥ ግለሰቡ አለ,handwritten
139,hand_3715_line_6.png,፤ ሕዝብ የሚባለው ውስጥ ግለሰቡ አለ ፤ መንግሥት የሚባለው ውስጥ ግለሰቡ አለ ፤ ስለዚህም,handwritten
140,hand_3715_line_7.png,የመንግሥትን አመራር የሚነቅፈው ግለሰብ የመንግሥትን ስም አጠፋ ማለት ድርብርብ ስሕተቶችን,handwritten
141,hand_3715_line_8.png,ያሳያል ፤ በመጀመሪያ ነገር መንግሥት ከግለሰቡ የተለየ ህልውናም ሆነ ስም እንደሌለው አለመገንዘብ,handwritten
142,hand_3715_line_9.png,ነው ፤ ሁለተኛም ግለሰቡ መንግሥትን ፣ ሕዝብን ፣ አገርን ከዚህም ሁሉ ጋር ራሱን ለማሻሻል,handwritten
